Save,Message,Type,User Status,銷售文件類型,訂單,物料,物料說明,項目數量,收貨數量,基本開始日期,基本完成日期,上線日,系統料齊日,料齊日(生管),TEST上線日,逾期代碼,逾期說明,工單備註
,,MO,ZRTC,93E1,93E122120214,CPC-00000-202,cPCIS-2629CS/C3CST/3544D/4T,7,7,2023-03-08 00:00:00,2023-03-13 00:00:00,2023-03-08 00:00:00,,2023-03-07 00:00:00,,,,"(環測:2022/11/01),2022/07/01,(預估:VSF /A2201_0001)(原CPC-197)"
,,MO,ZRTC,93E1,93E121070063,93-45R00-102E,"ROScube-X, RQX-580",7,7,2021-05-03 00:00:00,2021-06-23 00:00:00,2021-06-18 00:00:00,,2021-06-08 00:00:00,,,,(93E1-2021050026)
,,MO,ZRTC,93N1,93N121090374,93-D0501-B020,IMT-BT-FOR IM-R2,7,7,2021-06-02 00:00:00,2021-08-25 00:00:00,2021-08-19 00:00:00,,2021-07-19 00:00:00,,4.製程銜接問題,(產線)8/19測試8/23下班還停在待燒機,(9301-2022030003)
,,MO,ZRTC,93R1,93R124080148,93-F0114-002E,Verint Edge NVR w/24 ports,7,7,2024-09-02 00:00:00,2024-09-06 00:00:00,2024-09-02 00:00:00,,,,,,(9)更換label
,,MO,ZRTC,93R1,93R122060200,93-41045-0120,MVP-510A/M8G,7,7,2022-06-23 00:00:00,2022-06-29 00:00:00,2022-06-28 00:00:00,,,,,,(9)上海進貨外箱破損
,,MO,ZRTC,93R1,93R124020006,93-41051-4010,AVA-3510-Gen1/MXM-RTX5000/M64G/TierIV,7,7,2024-02-16 00:00:00,2024-02-27 00:00:00,2024-02-16 00:00:00,,2024-02-15 00:00:00,,9.其它,改機無01-I8330-0020 (2/23>4/22),(5)缺重工指導書(PM-Eddie)
,,MO,ZRTC,93R1,93R124070009,93-P1500-0110,"SP2-07WP-IMX8-2GB,32GB,12V,CT2",7,7,2024-07-08 00:00:00,2024-07-18 00:00:00,2024-07-08 00:00:00,,2024-07-04 00:00:00,,,,(1)PN-183204，C4
,,MO,ZRTC,93R1,93R123040073,93-P6000-H010,OM-270,7,7,2023-04-12 00:00:00,2023-04-17 00:00:00,2023-04-12 00:00:00,,2023-04-06 00:00:00,,,,(1)PN-172807，過C4
,,MO,ZRTC,93R1,93R124110118,93-F0109-0120,EVP-1000-E4_SKU 2_IPC System,7,7,2024-11-25 00:00:00,2024-12-06 00:00:00,2024-11-25 00:00:00,,,,,,(1)ECN-002761 僅更換label
,,MO,ZRTC,93R1,93R124100017,93-D2102-0020,MLC-M100,7,7,2024-09-30 00:00:00,2024-10-04 00:00:00,2024-09-30 00:00:00,2024-10-05 00:00:00,2024-09-26 00:00:00,,,,(1)DEV-0051576(拆單:93N124020462+93R124100017)
,,MO,ZRTC,93R1,93R124060029,AG-M9502A-CFG001,M9502A-CFG001,7,7,2024-10-14 00:00:00,2024-10-16 00:00:00,2024-10-14 00:00:00,2024-10-16 00:00:00,2024-09-10 00:00:00,,9.其它,測試異常Hold,(1)DEV-0051106庫存重測更新客戶序號TWID
,,MO,ZRTC,93R1,93R124040161,AG-M9502A-CFG002,M9502A-CFG002,7,7,2024-04-26 00:00:00,2024-05-30 00:00:00,2024-04-26 00:00:00,2024-05-03 00:00:00,,,,,(1)DEV-0050610
,,MO,ZRTC,93R1,93R124020073,93-70428-1030,PXES-2590/CN,7,7,2024-03-15 00:00:00,2024-03-20 00:00:00,2024-03-15 00:00:00,2024-03-15 00:00:00,2024-03-05 00:00:00,,2.生產異常,(3/15->3/20)無SOP,(1)DEV-0050133庫存改機
,,MO,ZRTC,93R1,93R123030030,APC-NT062-0020,APC-NT062-0000,7,7,2023-03-15 00:00:00,2023-03-20 00:00:00,2023-03-15 00:00:00,2023-03-14 00:00:00,2023-03-14 00:00:00,,,,(1)DEV-0046031
,,MO,ZRTC,93R1,93R123020089,93-P7000-H00E,IM-270,7,7,2023-02-20 00:00:00,2023-03-17 00:00:00,2023-02-20 00:00:00,,,,,,(1)DEV-0045710
,,MO,ZRTC,93R1,93R123010063,93-P2200-2B0E,STC2-10WP-i3-KL,7,7,2023-01-06 00:00:00,2023-01-13 00:00:00,2023-01-06 00:00:00,2023-01-05 00:00:00,,,,,(1)DEV-0045314庫存重工
,,MO,ZRTC,93R1,93R122090109,AG-M9018-66201,M9018-66201,7,7,2022-09-15 00:00:00,2022-10-14 00:00:00,2022-10-06 00:00:00,2022-10-05 00:00:00,2022-09-20 00:00:00,,2.生產異常,85-63505-2040缺1重工不良,(1)DEV-0044235
,,MO,ZRTC,93R1,93R122090101,93-99B00-401E,AADP-64,7,7,2022-09-14 00:00:00,2022-10-12 00:00:00,2022-10-05 00:00:00,2022-10-05 00:00:00,,,,,(1)DEV-0043940 DEV-0044291
,,MO,ZRTC,93R1,93R124010039,93-P6000-F01E,OM-190,7,7,2024-01-12 00:00:00,2024-01-17 00:00:00,2024-01-12 00:00:00,2024-01-11 00:00:00,,,,,(1)DCN-059908，料號進階，庫存重工
,,MO,ZRTC,93R1,93R122100157,93-99B00-501E,AADP-80,7,7,2023-01-04 00:00:00,2023-01-12 00:00:00,2023-01-04 00:00:00,,,,,,(1)DCN-055616  DEV-0044777
,,MO,ZRTC,93R1,93R124080064,93-F0109-0110,EVP-1000-E4_SKU 2_IPC System,7,7,2024-08-15 00:00:00,2024-08-22 00:00:00,2024-08-15 00:00:00,,2024-08-09 00:00:00,,,,(1)過C4
,,MO,ZRTC,93R1,93R122060199,93-F0083-002E,MMI-CP-100,7,7,2022-06-23 00:00:00,2022-07-28 00:00:00,2022-07-01 00:00:00,,,,,,(1)59-65528-004E領綁定DEV-0041878的板卡
,,MO,ZRTC,93E1,93E121090228,93-88002-400E,cPCIS-5080C,7,7,2021-06-24 00:00:00,2021-10-19 00:00:00,2021-10-13 00:00:00,2021-10-12 00:00:00,2021-09-23 00:00:00,,,,
,,MO,ZRTC,93E1,93E123010071,AG-M9505-66102,M9505-66102,7,7,2023-02-07 00:00:00,2023-02-17 00:00:00,2023-02-07 00:00:00,2023-02-07 00:00:00,2023-01-19 00:00:00,,,,
,,MO,ZRTC,93E1,93E123010251,AG-N5511-60110,N5511-60110,7,7,2023-04-18 00:00:00,2023-04-24 00:00:00,2023-04-18 00:00:00,2023-04-18 00:00:00,2023-04-17 00:00:00,,2.生產異常,34-34506-0000-A0*2 34-34507-0000-A0*2不良處理中 4/28到料,
,,MO,ZRTC,93E1,93E123030080,AG-M9505-66102,M9505-66102,7,7,2023-03-02 00:00:00,2023-03-10 00:00:00,2023-03-02 00:00:00,2023-03-01 00:00:00,2023-03-01 00:00:00,,,,
,,MO,ZREL,93E1,93E125070005,93-43401-181E,HPERC-KBLMH-100XN-3-GM,7,7,2025-07-01 00:00:00,2025-07-04 00:00:00,2025-07-01 00:00:00,2025-07-03 00:00:00,2025-06-30 00:00:00,,,,
,,MO,ZRTC,93N1,93N121060308,IPC-00001-29V,JY486-13E2-E43-i3.7M8G-A500,7,7,2021-06-02 00:00:00,2021-07-14 00:00:00,2021-07-06 00:00:00,2021-07-06 00:00:00,,,,,
,,MO,ZRTC,93N1,93N121070356,IPC-00001-31E,W43B-M43/AUO OPEN-I31E,7,7,2021-06-24 00:00:00,2021-09-14 00:00:00,2021-09-02 00:00:00,2021-09-03 00:00:00,,,6.其他,(物管)材料29-01328-0380交期超過LT,
,,MO,ZRTC,93N1,93N121070454,TPC-41045-0150,TPC-41045-0150(MVP-5102),7,7,2021-07-15 00:00:00,2021-10-25 00:00:00,2021-10-20 00:00:00,,,,,(產線)產線反應無查和表但PCC告知以有放在資料夾,
,,MO,ZRTC,93N1,93N121070478,TPC-41045-0030,TPC-41045-0030(MVP-5102),7,7,2021-08-03 00:00:00,2021-09-28 00:00:00,2021-09-24 00:00:00,,,,,,
,,MO,ZRTC,93N1,93N121080519,TPC-41045-0030,TPC-41045-0030(MVP-5102),7,7,2021-08-30 00:00:00,2021-12-08 00:00:00,2021-12-01 00:00:00,2021-11-30 00:00:00,,,6.其他,(產線)打疫苗請假延後排程,
,,MO,ZRTC,93N1,93N121090497,93-41042-0030,MCM-100,7,7,2021-08-09 00:00:00,2021-09-07 00:00:00,2021-08-24 00:00:00,2021-08-23 00:00:00,2021-08-06 00:00:00,,3.外單位前置作業未如期完成,(倉庫)有庫存未發料,
,,MO,ZRTC,93N1,93N121100543,AG-M9502A-CFG002,M9502A-CFG002,7,7,2021-12-02 00:00:00,2021-12-14 00:00:00,2021-12-06 00:00:00,2021-12-06 00:00:00,2021-11-26 00:00:00,,6.其他,(產線)打疫苗請假延後排程,
,,MO,ZRTC,93N1,93N121110360,AG-M9010A-CFG001,M9010A,7,7,2021-11-15 00:00:00,2021-11-19 00:00:00,2021-11-15 00:00:00,,2021-11-03 00:00:00,,,,
,,MO,ZRTC,93N1,93N122030009,93-51041-3420,NEON-1020/M4G/SSD32G/32bits WS7E,7,7,2022-02-07 00:00:00,2022-03-17 00:00:00,2022-03-11 00:00:00,2022-03-10 00:00:00,2022-03-04 00:00:00,,,,
,,MO,ZRTC,93N1,93N122030223,AG-M9502-64800,aTCA-F2AX POWER SUPPLY UNIT,7,7,2022-01-07 00:00:00,2022-01-14 00:00:00,2022-02-11 00:00:00,2022-01-10 00:00:00,2022-01-07 00:00:00,,,,
,,MO,ZRTC,93N1,93N122040076,93-F0021-0030,PXES-2780RP,7,7,2022-03-14 00:00:00,2022-04-28 00:00:00,2022-04-25 00:00:00,2022-04-06 00:00:00,2022-03-18 00:00:00,,3.外單位前置作業未如期完成,(倉庫)1.46-10705-0000庫存找不到 2.製損退57-34500-0020-A0*1 57-34500-Z0,
,,MO,ZRTC,93N1,93N122060871,IPC-00001-3240,RK620W-14S12U_I3240,7,7,2022-06-27 00:00:00,2022-07-04 00:00:00,2022-06-29 00:00:00,2022-06-28 00:00:00,,,,,
,,MO,ZRTC,93N1,93N122080085,93-99100-1010,EPS-9905+EPS-6000,7,7,2022-06-01 00:00:00,2022-06-08 00:00:00,2022-06-02 00:00:00,,2022-06-01 00:00:00,,,,
,,MO,ZRTC,93N1,93N123060032,93-51048-1030,NEON-202B-JNX,7,7,2023-05-31 00:00:00,2023-06-07 00:00:00,2023-05-31 00:00:00,2023-05-31 00:00:00,2023-05-31 00:00:00,,5.工程變更,PCC通知板卡84階替代料不可使用,
,,MO,ZRTC,93N1,93N124020105,AG-M9502A-CFG002,M9502A-CFG002,7,7,2024-08-23 00:00:00,2024-08-28 00:00:00,2024-08-23 00:00:00,,2024-08-01 00:00:00,,2.生產異常,待板卡重工確認後更新完工日,
,,MO,ZRTC,93N1,93N124050114,93-63014-0190,U2531-66001,7,7,2024-04-23 00:00:00,2024-04-25 00:00:00,2024-04-23 00:00:00,2024-04-26 00:00:00,2024-04-19 00:00:00,,2.生產異常,4/17 測試fail,
,,MO,ZRTC,93N1,93N124060155,93-F0064-015C,"R4600-2A3,CC",7,7,2024-06-20 00:00:00,2024-06-26 00:00:00,2024-06-20 00:00:00,2024-06-24 00:00:00,2024-06-19 00:00:00,,,,
,,MO,ZRTC,93N1,93N124090038,93-70428-0060,PXES-2590,7,7,2024-08-13 00:00:00,2024-08-19 00:00:00,2024-08-13 00:00:00,2024-08-21 00:00:00,2024-08-12 00:00:00,,,,
,,MO,ZRTC,93N1,93N124110078,AG-M9018-66201,M9018-66201,7,7,2024-08-23 00:00:00,2024-08-28 00:00:00,2024-08-23 00:00:00,2024-08-29 00:00:00,2024-08-22 00:00:00,,,,
,,MO,ZRTC,93N1,93N125020180,93-51050-0010,NEON-201A-ONO,7,7,2025-02-12 00:00:00,2025-02-17 00:00:00,2025-02-12 00:00:00,2025-02-13 00:00:00,2025-02-11 00:00:00,,,,
,,MO,ZRTC,93N1,93N125050032,93-70431-9050,P1831,7,7,2025-04-07 00:00:00,2025-05-13 00:00:00,2025-04-07 00:00:00,2025-04-07 00:00:00,2025-04-02 00:00:00,,,,
,,MO,ZRTC,93R1,93R121110180,93-51049-100E,EOS-JNX-G,7,7,2021-11-17 00:00:00,2021-11-29 00:00:00,2021-11-19 00:00:00,,,,3.外單位前置作業未如期完成,(產品)特採重測,
,,MO,ZRTC,93R1,93R125010014,93-98006-0010,ADi-SA3X-RZ-EAAF,6,6,2024-12-31 00:00:00,2025-01-22 00:00:00,2024-12-31 00:00:00,,,,,,PN-188081，過C4
,,MO,ZRTC,93R1,93R124010024,93-P7000-B310,IM-215H,6,6,2024-01-09 00:00:00,2024-01-19 00:00:00,2024-01-09 00:00:00,,2024-01-08 00:00:00,,,,PN-178612，過C4
,,MO,ZRTC,93N1,93N123120176,93-41035-0080-10,MXC-6401D/M4G,6,6,2023-12-12 00:00:00,2023-12-15 00:00:00,2023-12-12 00:00:00,2023-12-13 00:00:00,2023-12-11 00:00:00,,,,"PD不同意提前, 收單:2023/10/02, SH:58-99466-0010+58-99475-0020+58-99465-0020+58-99524-0020"
,,MO,ZRTC,93N1,93N123110295,93-41044-7130-10,MVP-614A-3E/M8G,6,6,2023-11-28 00:00:00,2023-12-01 00:00:00,2023-11-28 00:00:00,2023-11-29 00:00:00,2023-11-27 00:00:00,,,,"PD,收單:2023/10/13,SH:58-99529-1030+58-99533-0010"
,,MO,ZRTC,93N1,93N123110130,93-45R00-1020,"ROScube-X, RQX-580",6,6,2023-09-20 00:00:00,2023-09-25 00:00:00,2023-09-20 00:00:00,2023-09-21 00:00:00,2023-09-19 00:00:00,,,,"PD,收單:2023/07/25,59-R1000-0020(59N123110130)"
,,MO,ZRTC,93E1,93E124030224,93-60104-C08C,cPCIS-1203A/DualATO/GZ/DKC/CC,6,6,2024-03-29 00:00:00,2024-04-12 00:00:00,2024-03-29 00:00:00,,2024-03-28 00:00:00,,3.材料跳票,"75-00412-04S0材料跳票(3/22>4/8),91-65A34-211C板卡維修(4/3->4/12)","PD-1/15,未N+4,(SH)91-32504-003C"
,,MO,ZRTC,93N1,93N121060445,NPC-116N5-U001,RK610W-13E4-E43-i3.2M32G-A500-F106E,6,6,2021-06-28 00:00:00,2021-07-16 00:00:00,2021-07-12 00:00:00,2021-07-08 00:00:00,,,,,Order No:644885 644886
,,MO,ZRTC,93N1,93N121090722,IPC-00001-28V,JY486-13E4-E43-i3.2M16G-A500-F106E,6,6,2021-09-13 00:00:00,2021-10-27 00:00:00,2021-10-21 00:00:00,,,,3.外單位前置作業未如期完成,(倉庫)56-47117-0000未發,Order No:1100004206/000010/0001
,,MO,ZRTC,93N1,93N121070455,IPC-0020L-0020,RK608W-M45/WO AUDIO-I0020,6,6,2021-07-15 00:00:00,2021-08-26 00:00:00,2021-08-20 00:00:00,2021-08-20 00:00:00,,,,,Order No:1100003439/000010 1100003439/000030
,,MO,ZRTC,93E1,93E121090052,APC-NT060-0010,APC-NT060-0000,6,6,2021-08-09 00:00:00,2021-09-24 00:00:00,2021-09-15 00:00:00,2021-09-14 00:00:00,2021-08-28 00:00:00,,,,Order No:1100001727
,,MO,ZRTC,93E1,93E121090065,APC-NT056-0010,APC-NT056-0000,6,6,2021-07-15 00:00:00,2021-08-26 00:00:00,2021-08-19 00:00:00,,2021-08-18 00:00:00,,,,Order No:1100000075(93E1-2021060007)
,,MO,ZRTC,93N1,93N121080521,TPC-41035-0660,TPC-41035-0660(MXC-6401D),6,6,2021-09-24 00:00:00,2021-11-10 00:00:00,2021-11-06 00:00:00,,,,,,Oder No:1100004211/000010
,,MO,ZRTC,93R1,93R122010049,93-D2101-605E,"MLC8 21.5""w/ i5, AC",6,6,2022-01-04 00:00:00,2022-02-25 00:00:00,2022-02-21 00:00:00,2022-02-10 00:00:00,2022-02-08 00:00:00,,,,N21-0408
,,MO,ZRTC,93N1,93N125040304,93-D1505-4010,MLC-156-KL-w/o OS,6,6,2025-04-11 00:00:00,2025-04-17 00:00:00,2025-04-11 00:00:00,2025-04-17 00:00:00,2025-04-10 00:00:00,,2.生產異常,待DEV-0053772簽核,N-keep，DEV-0053772，3/26(2/19入)，85-A1024-0510 S
,,MO,ZRTC,93N1,93N125010439,93-P6000-B010,OM-215,6,6,2025-01-18 00:00:00,2025-02-19 00:00:00,2025-01-18 00:00:00,2025-01-17 00:00:00,2025-01-17 00:00:00,,,,N-KEEP，1/8
,,MO,ZRTC,93E1,93E124070079,93-F0114-012E,Verint Edge NVR w/o PoE ports,6,6,2024-07-18 00:00:00,2024-08-07 00:00:00,2024-07-18 00:00:00,,2024-07-17 00:00:00,,2.生產異常,連續3PCS未啟動待測物POWER LED恆亮，RD需調整non-PoE BOM(安排重工),lily
,,MO,ZRTC,93N1,93N125030202,93-P7000-G010,IM-238,6,6,2025-03-15 00:00:00,2025-03-20 00:00:00,2025-03-15 00:00:00,2025-03-14 00:00:00,2025-03-14 00:00:00,,6.客需變更,,DEV-0053781，
,,MO,ZRTC,93N1,93N125040274,AG-M9010-68501,M9010-68501,6,6,2025-04-08 00:00:00,2025-04-14 00:00:00,2025-04-08 00:00:00,2025-04-08 00:00:00,2025-04-07 00:00:00,,,,DEV-0053731
,,MO,ZRTC,93E1,93E125020067,93-41052-2A0E,MVP-5209RF/M128G/MS2T/S4T/W11P/230W/HAL,6,6,2025-02-24 00:00:00,2025-02-27 00:00:00,2025-02-24 00:00:00,2025-02-24 00:00:00,2025-02-21 00:00:00,,5.工程變更,CPU換料(01-13900-0010>01-14900-0000),"DEV-0053495,[CPU改規格][上線通知PCC]12/6*PD-N*KEEP,收單:2024/11/18,SH:58-99605-0010+58-99609-000E"
,,MO,ZRTC,93E1,93E125040033,93-P5300-B50E,"Titan2-21WP-TGL-i3,8G,128GB,RFID,Downs",6,6,2025-04-14 00:00:00,2025-04-15 00:00:00,2025-04-14 00:00:00,2025-04-10 00:00:00,2025-04-09 00:00:00,,,,DEV-0053402，4/16，59-A1027-2410 4/7
,,MO,ZRTC,93E1,93E125010104,93-45202-100E,DLAP-4105R/M16G/S128GB,6,6,2025-01-10 00:00:00,2025-01-14 00:00:00,2025-01-10 00:00:00,2025-01-09 00:00:00,2025-01-09 00:00:00,,,,"DEV-0053063,[此筆工單只組、不測、不燒機、不包裝][FSRR-0004250]#Tanya,SH:55-79411-1010"
,,MO,ZRTC,93E1,93E125030054,93-41053-3A1E,MVP-6247/EM16G/MS2TB/3xS256G/Win10,6,6,2025-02-11 00:00:00,2025-02-14 00:00:00,2025-02-11 00:00:00,2025-02-15 00:00:00,2025-02-10 00:00:00,,,,"DEV-0053052,12/24*PD-N*KEEP,[ASAP]收單:2024/12/12,SH:58-99604-0010(59-44838-1040)+58-99723-0010(59-46935-1010)"
,,MO,ZRTC,93R1,93R124110147,93-F0114-0120,Verint Edge NVR w/o PoE ports,6,6,2024-12-04 00:00:00,2024-12-07 00:00:00,2024-12-04 00:00:00,,,,7.產能因子,,"DEV-0052802,庫存請與93N124100642一同打棧板"
,,MO,ZRTC,93R1,93R124100066,93-P7000-H010,IM-270,6,6,2025-03-19 00:00:00,2025-03-24 00:00:00,2025-03-19 00:00:00,,2025-03-12 00:00:00,,6.客需變更,,DEV-0052330，M-270改機為IM-270(AG) 93-P7000-H010領RY05
,,MO,ZRTC,93E1,93E124030058,93-98006-000E,ADi-SA3X-RZ-EAAF,6,6,2024-10-11 00:00:00,2024-10-18 00:00:00,2024-10-11 00:00:00,8888-12-31 00:00:00,2024-09-12 00:00:00,,5.工程變更,,DEV-0052158，DEV-0051884，1+N，#8874-Maggie，59-7B203-0030 S+85-7B700-000E
,,MO,ZRTC,93E1,93E124090083,93-41056-000E,ADM-AL30/ RTX 4000 SFF/128G,6,6,2024-10-18 00:00:00,2024-10-29 00:00:00,2024-10-18 00:00:00,,2024-10-17 00:00:00,,2.生產異常,板卡維修,"DEV-0052071,DEV-0052362,chloe"
,,MO,ZRTC,93E1,93E124080198,93-45108-210E,DLAP-411-Orin 64GB w/ 10GbE,6,6,2024-08-09 00:00:00,2024-08-14 00:00:00,2024-08-09 00:00:00,2024-08-08 00:00:00,2024-08-08 00:00:00,,,,"DEV-0051666,收單:2024/07/01,59-77B07-1020"
,,MO,ZRTC,93E1,93E124080196,93-45108-210E,DLAP-411-Orin 64GB w/ 10GbE,6,6,2024-07-30 00:00:00,2024-08-06 00:00:00,2024-07-30 00:00:00,2024-07-29 00:00:00,2024-07-25 00:00:00,,,,"DEV-0051666,[1+N]收單:2024/07/01,59-77B07-1020"
,,MO,ZRTC,93N1,93N124080166,AG-M9046-60110,M9046-60110,6,6,2024-08-26 00:00:00,2024-09-12 00:00:00,2024-08-26 00:00:00,2024-08-22 00:00:00,2024-08-20 00:00:00,,,,DEV-0051586
,,MO,ZRTC,93E1,93E124050121,93-81402-500S,D6001/3AC/6540,6,6,2024-06-18 00:00:00,2024-07-29 00:00:00,2024-06-18 00:00:00,2024-06-19 00:00:00,2024-06-11 00:00:00,,,,"DEV-0051040,michael:只組不測"
,,MO,ZRTC,93R1,93R124030103,93-F0110-001E,FV1420-ADP,6,6,2024-05-20 00:00:00,2024-05-22 00:00:00,2024-05-20 00:00:00,2024-05-23 00:00:00,,,5.工程變更,PE需1+N(5/20->5/23),"DEV-0050896,(1)ECN-002197"
,,MO,ZRTC,93R1,93R124040033,93-P7000-B010,IM-215,6,6,2024-04-15 00:00:00,2024-04-24 00:00:00,2024-04-15 00:00:00,2024-04-15 00:00:00,,,9.其它,Assembly Sample不測試待特採(4/17->4/24),DEV-0050496，DEV-0050458，(1)DEV-0050224 ，上海
,,MO,ZRTC,93N1,93N124020363,93-P6000-5010,OM-121,6,6,2024-02-15 00:00:00,2024-02-19 00:00:00,2024-02-15 00:00:00,2024-02-07 00:00:00,2024-02-07 00:00:00,,,,"DEV-0049806，PD3/27->2/19,12/28入單(客需:1/30)，59-AA500-0010 S"
,,MO,ZRTC,93E1,93E124010285,93-F0030-B30E,FG-6501F-GEN2_consign_apacer,6,6,2024-01-17 00:00:00,2024-02-20 00:00:00,2024-01-17 00:00:00,,2024-01-15 00:00:00,,1.維修,3.31-22317-0010-A0跳票(11/21>無生產RB版>1/24)CPU Card不良*4 待測*1,DEV-0049460
,,MO,ZRTC,93N1,93N123120019,AG-M9505A-CFG002,M9505A-CFG002,6,6,2023-12-19 00:00:00,2024-01-09 00:00:00,2023-12-19 00:00:00,,2023-12-13 00:00:00,,,,DEV-0049325
,,MO,ZRTC,93E1,93E123100369,93-F0030-B20E,FG-6500F-GEN2_consign_apacer,6,6,2023-12-15 00:00:00,2023-12-19 00:00:00,2023-12-15 00:00:00,2023-12-19 00:00:00,2023-12-14 00:00:00,,3.材料跳票,3.31-22317-0010-A0跳票(11/21>12/19),"DEV-0049138,[0727 Pull in]2024/1/12=>2023/10/11"
,,MO,ZRTC,93R1,93R123110061,93-F0091-103E,Capsule Axon 2 – 4-port,6,6,2023-11-13 00:00:00,2023-11-15 00:00:00,2023-11-13 00:00:00,2023-11-15 00:00:00,2023-11-08 00:00:00,,,,DEV-0048891，(1)ECN-001939 指定序號2391100V6P~2391100V9U
,,MO,ZRTC,93E1,93E123100033,93-F0030-B15E,FG-6501F-GEN2,6,6,2023-09-18 00:00:00,2023-09-23 00:00:00,2023-09-18 00:00:00,2023-09-23 00:00:00,2023-09-16 00:00:00,,,,DEV-0048269[0727 Pull in]2023/10/13=>2023/8/18
,,MO,ZRTC,93E1,93E123080310,93-F0030-B15E,FG-6501F-GEN2,6,6,2023-08-11 00:00:00,2023-08-28 00:00:00,2023-08-11 00:00:00,2023-08-19 00:00:00,2023-08-10 00:00:00,,1.維修,不良*2pcs(PE分析中)，1台板卡掛橘卡預計8/22 入庫,DEV-0047842 2023/10/13>2023/07/13
,,MO,ZRTC,93N1,93N123120032,93-P2200-BA10,STC2-21WP-i5-KL,6,6,2023-08-25 00:00:00,2023-08-29 00:00:00,2023-08-25 00:00:00,2023-08-28 00:00:00,2023-08-24 00:00:00,,,,DEV-0047731，8/29(8/2入單)，59-A1024-2230 S*35
,,MO,ZRTC,93E1,93E123060376,9B-99B00-100E,AADP-2FAN Barebone,6,6,2023-06-28 00:00:00,2023-07-05 00:00:00,2023-06-28 00:00:00,,2023-06-13 00:00:00,,,,"DEV-0047148&DEV-0047226,2023/07/05,59-77106-0010*庫存+55-73102-1010*5/22產出+59-73102-103E+85-73102-900E+9B"
,,MO,ZRTC,93E1,93E123070253,93-P6000-D00E,OM-150,6,6,2023-07-14 00:00:00,2023-07-18 00:00:00,2023-07-14 00:00:00,2023-07-19 00:00:00,2023-06-26 00:00:00,,9.其它,W1 WMS WMS問題,"DEV-0046914 #8881,料保留:0003500123-0001,59-AA500-0010"
,,MO,ZRTC,93N1,93N123030212,AG-M9019A-CFG001A5,M9019A_A5,6,6,2023-05-08 00:00:00,2023-05-29 00:00:00,2023-05-08 00:00:00,2023-05-29 00:00:00,2023-05-05 00:00:00,,1.維修,更換PSU,"DEV-0046855,DEV-0046452,DEV-0046451,2023/Q1"
,,MO,ZRTC,93E1,93E123030550,93-41043-900E,AVA-5600/7820/16G/RTX3000/S2TB/DC24O,6,6,2023-04-25 00:00:00,2023-05-02 00:00:00,2023-04-25 00:00:00,2023-04-24 00:00:00,2023-04-14 00:00:00,,3.材料跳票,"進貨異常,PCC 跑特採簽核DEV-0046630",DEV-0046326
,,MO,ZRTC,93E1,93E123030463,93-D2302-000E,MLC-M300,6,6,2023-03-27 00:00:00,2023-03-29 00:00:00,2023-03-27 00:00:00,2023-03-27 00:00:00,2023-03-27 00:00:00,,,,"DEV-0046301 #8837,料保留:0002924303/0002，85-A1027-310E"
,,MO,ZRTC,93E1,93E122100158,AG-M9506-60101,M9506-60101,6,6,2023-01-05 00:00:00,2023-03-29 00:00:00,2023-01-05 00:00:00,2023-03-22 00:00:00,2022-12-29 00:00:00,,3.材料跳票,82-21070-01M0交期延遲 生產異常，客戶已修改程式，1/31 重新上線測試,DEV-0046156 DEV-0045410
,,MO,ZRTC,93E1,93E123050191,93-45103-520E,DLAP-211-Orin NanoS 8GB,6,6,2023-05-29 00:00:00,2023-06-02 00:00:00,2023-05-29 00:00:00,2023-05-26 00:00:00,2023-05-26 00:00:00,,6.客需變更,PCC通知RY05需求延後上線。,"DEV-0046153,[掃貨],FSRR-0002552,55-79421-0010+59-77B05-1010"
,,MO,ZRTC,93E1,93E123040256,93-45201-090E,DLAP-4001/M16G/S1TB/500W/RTXA4000,6,6,2023-04-11 00:00:00,2023-04-14 00:00:00,2023-04-11 00:00:00,2023-04-10 00:00:00,2023-04-07 00:00:00,,,,"DEV-0045957,2023/04/19,SH:55-79411-1010(2023/03/17)"
,,MO,ZRTC,93E1,93E123010176,93-F0030-A15E,FG-6301F-GEN2,6,6,2023-01-13 00:00:00,2023-02-15 00:00:00,2023-01-13 00:00:00,,2023-01-12 00:00:00,,6.客需變更,"6.訂單Pull out,3.76-06347-30R0-A0FT跳票(10/27>11/9)E告知需用QA Mode",DEV-0045438 2022/7/13>2022/10/06>2022/11/15
,,MO,ZRTC,93E1,93E123020143,93-P6000-G00E,OM-238,6,6,2023-01-11 00:00:00,2023-01-13 00:00:00,2023-01-11 00:00:00,2023-01-11 00:00:00,2023-01-09 00:00:00,,,,DEV-0045035 #8881 料保留:0002836500/0002
,,MO,ZRTC,93N1,93N123020166,93-70801-003,cPCIS-2501/AC,6,6,2023-03-07 00:00:00,2023-03-14 00:00:00,2023-03-07 00:00:00,2023-03-04 00:00:00,2023-03-03 00:00:00,,,,"DEV-0044838,2023/03/01"
,,MO,ZRTC,93E1,93E122100167,93-F0030-B05E,FG-6500F-GEN2,6,6,2022-11-21 00:00:00,2022-11-25 00:00:00,2022-11-21 00:00:00,,2022-11-18 00:00:00,,3.材料跳票,76-06347-30R0-A0FT跳票(10/27>11/9),"DEV-0044818,2022/04/13>2022/10/06>2022/10/21>2022/11/18"
